kode,nama,kab,alamat,TELEPON,pemilik,kelas
1208020,RS Umum Ibu Kartini,Asahan,"Jl sech silau lk v, Kel. sei renggas kec, kota kisaran barat",41663,SWASTA/LAINNYA,D
1211127,RS Ibu dan Anak Mina Husada,Karo,Jl. Kapten Pala Bangun No. 8 Padang Mas - Sentrum Kabanjahe 22115 Kab.KARO Provinsi Sumatera Utara,(0628)9832858 -,SWASTA/LAINNYA,C
1213013,RS Umum Daerah Tanjung Pura,Langkat,Jl Khairil Anwar No.9-11 Tanjung Pura,061-8960093,Pemkab,C
1212179,RS Umum Citra Medika,Deli Serdang,Jl Medan-Bt Kuis No 377 Pasar X Desa Bandar Klippa,061.7384555,Perusahaan,C
1275050,RS Umum Deli,Kota Medan,Jl Merbabu No.18-20 A Medan,061-4565229,Organisasi Sosial,D
1207068,RS Umum Hartati Medical Centre,Labuhan Batu,"Jl. Siringo-ringo No. 150 Rantauprapat, Kel. Binaraga, Kec. Rantau Utara, Kab. Labuhan Batu, Provinsi Sumatera Utara",(0624) 7671518,SWASTA/LAINNYA,D
1275265,RS Umum Sundari,Kota Medan,"Jl Jend. T.B.Simatupang No.31,Kampung Lalang, Kec. Medan Sunggal, Medan, Sumatera Utara",061-8452536,Organisasi Sosial,C
1275309,RS Khusus Mata Medan Baru Medical Centre,Kota Medan,"Jl Abdullah Lubis No.67, Medan",4530989,Organisasi Sosial,C
1212185,RS Umum Pancur Batu,Deli Serdang,"Jl. Jamin Ginting KM. 17,5 Desa Tengah Kec. Pancur Batu",061-8361889,Pemkab,C
1275830,RS Umum Wulan Windy,Kota Medan,Jl. Marelan Raya No. 17 Rengas Pulau - Medan,061-6850200,Perusahaan,C
1212174,RS Umum Keliat,Deli Serdang,Jl Sutan Arab No. 35 Dusun 2 Klumpang Kampung ,085217605980,Organisasi Sosial,D
1205024,RS Umum Daerah Dr. Hadrianus Sinaga,Samosir,Jl Dr Hadrianus Sinaga No. 86 Pangururan,0626-20106,Pemkab,C
1276074,RS Umum Latersia,Kota Binjai,Jl Soekarno Hatta Km 18 No 451,061 8829588,Perusahaan,C
1212012,RS Umum Daerah Drs. H. Amri Tambunan,Deli Serdang,"Jalan Thamrin Lubuk Pakam, Desa/Kelurahan Lubuk Pakam Pekan, Kec. Lubuk Pakam, Kab. Deli Serdang, Provinsi Sumatera Utara, Kode Pos: 20511",061-7952068,Pemkab,B
1273055,RS Umum Vita Insani,Kota Pematang Siantar,Jl. Merdeka No.329 Kel. Pahlawan Kec. Siantar Timur Kota Pematang Siantar,0622-22520,Perusahaan,B
1275910,RS Ibu dan Anak Eva,Kota Medan,Jl Sabaruddin No. 59 Medan,"0617367933, 061",Perusahaan,C
1207067,RS Umum Karya Bakti Ujung Bandar,Labuhan Batu,Jalan Karya Bakti No. 20 Kelurahan Ujung Bandar Kecamatan Rantau Selatan Kabupaten Labuhanbatu Sumatera Utara,0624 2600413,Perusahaan,C
1276076,RS Umum Ratu Mas,Kota Binjai,"Jl Tengku Amir Hamzah No. 281a, Binjai Utara - Kota Binjai - Sumatera Utara",(061) 8829404,Perusahaan,D
1275073 ,RS Regina Maris,Kota Medan,"Jl. Brigjen Katamso No. 403-405,Kelurahan Sei Mati, Kecamatan Medan Maimun, Kota Medan,Provinsi Sumatera Utara,20152",061 - 88880808,SWASTA/LAINNYA,C
1211124,RS Umum Efarina Etaham,Karo,"Jl Jamin Ginting No 1, Berastagi - Desa Raya, Kab. Karo","323716, 323717",SWASTA/LAINNYA,C
1272033,RS Umum Hadi Husada,Kota Tanjung Balai,Jl Jend. Sudirman No. 26 Tanjungbalai Kel. Karya Kec. Tanjungbalai Selatan Kota Tanjungbalai  Provinsi sumatra Utara,0623 92707,Perusahaan,D
1278002,RS Umum Bethesda Gunungsitoli,Kota Gunungsitoli,"Jl Diponegoro No.375 C Desa sifalaete Tabaoloho Kecamatan Gunungsitoli 
Kota Gunungsitoli",81264480577,Organisasi Sosial,C
1275702,RS Umum Sri Ratu,Kota Medan,"Jln. Nibung Raya No.204-212 Kel. Petisah Tengah, Kec.Medan Petisah, Kota Medan, Prov.Sumatera Utara",(061) - 4521074,Organisasi Sosial,D
1277026,RS Umum Inanta,Kota Padang Sidempuan,"Jl. Sisingamangaraja No.85/87, Kota Padangsidimpuan Provinsi Sumatera Utara",0634-21451,Organisasi Sosial,C
1276077,RS Umum Sylvani,Kota Binjai,Jl Perintis Kemerdekaan No. 21,061-80045925,Perusahaan,C
1277011,RS Umum Daerah Padang Sidempuan,Kota Padang Sidempuan,"Jl Dr. F.L. Tobing No. 10, Kel. Wek. V Kec. Padangsidimpuan Utara Kota Padangsidimpuan",(0634)21251,Pemkot,C
1277015,RS TNI Tk. IV 01.07.03,Kota Padang Sidempuan,"Jl. Sudirman No.1 Kelurahan : Losung Batu, Kecamatan : Padang Sidempuan.",0634-27391,TNI AD,D
1275921,RS Khusus Bedah Setia Budi,Kota Medan,"Jl. Mesjid No. 3 Kelurahan Tanjung Rejo, Kecamatan Medan Sunggal, Kota Medan, Sumatera Utara
Kode Pos 20122",061-8220996/822,Perusahaan,C
1276075,RS Umum Bidadari,Kota Binjai,Jl Perintis Kemerdekaan No. 174 KEL. KEBUN LADA KEC. BINJAI UTARA,+62-62 8830003,Perusahaan,C
1209010,RS Umum Balimbingan PTP 4,Simalungun,"Desa Balimbingan, Kecamatan Tanah Jawa, Kabupaten Simalungun, Sumatera Utara",0622-7562036,BUMN,C
1213059,RS Umum Putri Bidadari,Langkat,JL. STABAT-TANJUNG PURA RT.002/RW.007 DUSUN DONDONG SEJATI DESA JENTERA STABAT KEC. WAMPU KAB. LANGKAT,085361517988,SWASTA/LAINNYA,B
1208056,RS Umum Setio Husodo,Asahan,Jl SM. Raja No.67 Kisaran,082360796310,SWASTA/LAINNYA,D
1213035,RS Umum Pertamina Pangkalan Brandan,Langkat,Jl Wahidin No 1 Pangkalan Brandan,082210542575,BUMN,C
1275061,RS Umum Delima Medan,Kota Medan,"JL. KL. YOS SUDARSO  KM 13,6 NO. 19 A  MARTUBUNG, KEC. MEDAN LABUHAN, KEL. BESAR, PROV. SUMATERA UTARA 20251",(061)6855195,Organisasi Sosial,C
1275907,RS Umum Royal Prima,Kota Medan,Jl Ayahanda No 68A Medan,061-88813182,Perusahaan,B
1276079,OG Hospital,Kota Binjai,Jl. Olahraga No. 1 Kel. Timbang Langkat Kec. Binjai Timur,06142365911,Perusahaan,D
1275094,RS Umum Advent Medan,Kota Medan,"Jl Jend Gatot Subroto Km.4, Kel Sei Sikambing D, Kec Medan Petisah, Kota Medan, Provinsi Sumatera Utara",061-4524875,Organisasi Sosial,C
1275298,RS Umum Mitra Sejati,Kota Medan,Jl Jend. AH Nasution No.7 Pangkalan Masyhur Medan,7875967,Perusahaan,B
1207069,RS Dokter Takdir,Labuhan Batu,"Jl. Siringo-ringo No. 11-13 ,Kelurahan Siringo-ringo,Kecamatan Rantau Utara,Kabupaten Labuhan Batu,Provinsi Sumatera Utara.",0624 327969,Perusahaan,D
1275852,RS Columbia Asia Medan,Kota Medan,Jl Listrik No.2A Medan,061-4566368,SWASTA/LAINNYA,B
1223018,RS Sri Pamela Membang Muda,Labuhan Batu Utara,"Jl. Lintas Sumatera Km. 224 Desa Perkebunan Membang Muda, Kec. Kualuh Hulu, Kab. Labuhanbatu Utara, Prov. Sumatera Utara.",081264345122,SWASTA/LAINNYA,D
1275888,RS Umum Martha Friska Multatuli,Kota Medan,Jl Multatuli Komplek Taman Multatuli Indah No.1 Medan,061-4149666,Perusahaan,C
1205046,RS Umum Daerah Porsea,Toba Samosir,"Jl Raja Sipakko Napitulu, Ds. Parparean, Kec. Porsea, Kab. Toba Samosir",0632-41084,Pemkab,C
1208057,RS Umum Wira Husada,Asahan,Jl Kartini Nomor 209 Kisaran,0623-42532,SWASTA/LAINNYA,D
1219002,RS Umum Lasmi Kartika,Batu Bara,Jl Pancasila Dusun X Desa Tanah Tinggi,081317620138,Organisasi Sosial,D
1212045,RS Umum Sembiring Deli Tua,Deli Serdang,"Jl. Besar No.77, Deli Tua",061-7030802,Organisasi Sosial,B
1222002,RS Umum Daerah Kota Pinang,Labuhan Batu Selatan,Jl Istana No. 26.  Kelurahan  Kotapinang Kabupaten LabuhanBatu Selatan Provinsi Sumatera Utara,0624-496766,Pemkab,C
1274012,RS Umum Daerah Dr. H. Kumpulan Pane,Kota Tebing Tinggi,Jl Dr. Kumpulan Pane No.226 Kec Kota Tebing Tinggi Kel. Bandar Utama,0621-21967,Pemkot,B
1223002,RS Umum Daerah  Aek Kanopan,Labuhan Batu Utara,"Jl. Lintas Sumatera Desa Sidua-dua Kec. Kualuh Selatan Kab. Labuhan Batu Utara Provinsi Sumatera Utara
",0624-92525,Pemkab,C
1275750,RS Umum Prof. Dr. Boloni,Kota Medan,Jl Robert Wolter Monginsidi No.11 Medan,0812-6013-1946,Organisasi Sosial,C
1202028,RS Umum Permata Madina Panyabungan,Mandailing Natal,Jl Merdeka No. 155 Kelurahan Kayu Jati Kecamatan Panyabungan,(0636)20279,Organisasi Sosial,C
1203033,RS Umum Daerah Tapanuli Selatan,Tapanuli Selatan,"Jl Rumah Sakit No.1 Banjar Toba, Kelurahan Bagas Nagodang, Kecamatan Sipirok, Kabupaten Tapanuli Selatan, Provinsi Sumatera Utara",0634-41002,Pemkab,C
1205142,RS Umum Sint Lucia,Tapanuli Utara,Jl. Sisingamangaraja No. 171/173 Siborongborong. Tapanuli Utara,081262572329,Organisasi Katholik,D
1210021,RS Umum Serenapita,Dairi,Jl. Sisingamangaraja No. 91 Sidikalang,081396046767,Perusahaan,D
1211126,RS Umum Amanda,Karo,Jl Jamin Ginting Simpang Korpri No. 1 Berastagi,0628-93034,Perusahaan,C
1273108,RS Rasyida Siantar,Kota Pematang Siantar,"Jl. Seram Atas No. 5B, 
Kel. Bantan Kec. Siantar Barat
Kota Pematang Siantar, Prov. Sumatera Utara - INDONESIA",081377378817,SWASTA/LAINNYA,D
1209065,RS Umum Daerah Parapat,Simalungun,Jl Kolonel TPR Sinaga Parapat,081360862780,Pemkab,D
1275011,RS Umum Mitra Medika Premiere,Kota Medan,Jl. Letjen S. Parman No. 236 Kel. Petisah Tengah  Kec. Medan Petisah,085362912660,SWASTA/LAINNYA,C
1208059,RS Umum Bunda Mulia,Asahan,"Jl. Abdi Setia Bakti, Kel. Sei Renggas, Kec. Kota Kisaran Barat, Kab. Asahan, Provinsi Sumatra Utara 
",81264299098,Perorangan,D
1276092,RS Ibu dan Anak Grand Fatimah,Kota Binjai,"Jl. Sultan Hasanuddin no 67, Kelurahan Kartini, Kecamatan Binjai Kota,Kota Binjai, Sumatera Utara ",061- 42373673,SWASTA/LAINNYA,C
1216011,RS Umum Daerah Salak,Pakpak Bharat,Jl. Raja David Desa Boangmanalu Kec. Salak Kabupaten Pakpak Bharat,0627-7433004,Pemkab,C
1275074,RS Columbia Asia Aksara,Kota Medan,"Jl. Letda Sujono, No. 90, LK.X",06188806888,Perusahaan,B
1219003,RS Umum Daerah Batu Bara,Batu Bara,"Jl Datuk Kubah Batu Bara, Kwala  Gunung Kec. Lima Puluh Kab. Batu Bara",(0622) 697833,Pemkab,C
1275130,RS Umum Materna,Kota Medan,Jl Teuku Umar 9-11 Medan,061-4514222,Organisasi Sosial,D
1275998,RS Ibu dan Anak Stella Maris,Kota Medan,"Jl Samanhudi No.20-22, Kel. Jati, Kec. Medan Maimun, Kota Medan",061-4158383,Perusahaan,C
1223006,RS Umum Flora,Labuhan Batu Utara,Jl. Jenderal Sudirman No. 29 Aek Kanopan,081376089445,Perusahaan,D
1275590,RS Umum Bhakti,Kota Medan,Jl HM Joni No.64 Medan,061-7366588,Organisasi Sosial,D
1209081,RS Umum Karya Husada,Simalungun,Jl. Merdeka Nomor 12-18 Kelurahan Perdagangan III Kecamatan Bandar Kabupaten Simalungun,0622 697025,SWASTA/LAINNYA,D
1275885,RS Umum Muhammadiyah Sumatera Utara,Kota Medan,"Jl Mandala By Pass No.27, Desa/Kelurahan Tegal S Mandala I, Kec. Medan Denai, Kota Medan, Provinsi Sumatera Utara, Kode Pos : 20226",7348222,Organisasi Sosial,D
1212177,RS Umum Yoshua,Deli Serdang,Jl. Medan Lubuk Pakam N0. 70,061 - 7956061,Perusahaan,C
1207015,RS Umum Daerah Rantau Prapat,Labuhan Batu,"Jl KH Dewantara 129, Rantau Prapat",8126020268,Pemkab,B
1212093,RS Umum Sari Mutiara Lubuk Pakam,Deli Serdang,"Jl Medan No.17,Lubuk Pakam",061-7951339,Organisasi Sosial,C
1208068,RS Seger Waras,Asahan,Jalinsum Aek Ledong Dusun III Desa Ledong Barat Kec. Aek Ledong,,Perorangan,D
1275930,RS Umum Hermina Medan,Kota Medan,"JL. ASRAMA KEL. SEI SIKAMBING C II, KEC. MEDAN HELVETIA",06180862525,SWASTA/LAINNYA,C
1209077,RS Umum Daerah Tuan Rondahaim,Simalungun,"Komplek Perkantoran SKPD Pemkab Simalungun,Desa/Kelurahan Sondi Raya,Kecamatan Raya",0622-331170,Pemkab,C
1275013,RS Umum Daerah Dr. Pirngadi,Kota Medan,"Jl Prof H M Yamin SH No. 47, Medan",081264801020,Pemkot,B
1275928,RS Khusus Mata Prima Vision,Kota Medan,"Jl. Pabrik Tenun No.51, RW.53,Kel. Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara, 20114",061 80514888,Perusahaan,C
1275997,RS Umum Bina Kasih,Kota Medan,Jl Jend. TB.Simatupang No.148 Sunggal ,061 8475111,Organisasi Sosial,B
1218013,RS Umum Trianda,Serdang Bedagai,"Jl Medan - Tebing Tinggi Km.42,5 No.752B,
Dusun I Desa Pasar Bengkel, 
Kecamatan Perbaungan, 
Kabupaten Serdang Bedagai,
Provinsi Sumatera Utara",(061) 42076456,Organisasi Sosial,D
1275783,RS Ibu dan Anak Murni Teguh Rosiva,Kota Medan,Jl. Bangka No. 15 Medan,0614510522,Perusahaan,C
1208060,RS Umum Lina,Asahan,Jl. Lintas Sumatera Aek Loba Pekan Lingk II,0623 3560270,Perorangan,D
1275999,RS Jiwa Bina Karsa Medan,Kota Medan,Jl Pales III Simpang Perumnas Simalingkar/Jl. Let. Jend. Djamin Ginting Km.9,061-8361448,Organisasi Sosial,C
1203055,RS Umum Daerah Sibuhuan,Padang Lawas,Jl. KH. Dewantara Sibuhuan Kec. Barumun ,0636(422041),Pemkab,C
1212067,RS Umum Hidayah,Deli Serdang,"Jl. Pahlawan Deli Tua- Medan No.KM.5.5, Suka Makmur, Kec. Deli Tua, Kabupaten Deli Serdang, Sumatera Utara",061-80048838,Organisasi Sosial,D
1273120,RS Murni Teguh Pematang Siantar,Kota Pematang Siantar,Jl. Siantar - Medan KM 4.5 Kel. Nagapita,08126201370/085,Perusahaan,D
1210010,RS Umum Daerah Sidikalang,Dairi,"Jl Rumah Sakit No 19, Sidikalang",0627-21096,Pemkab,C
1275909,RS Umum Madani,Kota Medan,"Jl. Arief Rahman Hakim No.168, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia",0813-7017-1516,Perusahaan,C
1274058,RS Bhayangkara Tk.III Kota Tebing Tinggi,Kota Tebing Tinggi,Jl Pahlawan No 17,0621 - 326701,POLRI,C
1221002,RS Umum Permata Madina Sibuhuan,Padang Lawas,Jl Ki Hajar Dewantara Sibuhuan,082246906699,SWASTA/LAINNYA,D
1272010,RS Umum Daerah Dr. Tengku Mansyur,Kota Tanjung Balai,"Jln. May. Jend. Sutoyo No.39, Kel. Perwira, Kec. Tanjungbalai Selatan, Kota Tanjungbalai, Sumatera Utara-21313",0623-92089,Pemkot,C
1273033,RS Umum Harapan,Kota Pematang Siantar,Jl Farel Pasaribu No. 21,(0622) 21162,Organisasi Katholik,C
1223019,RS Ibu dan Anak Arraudah,Labuhan Batu Utara,Jl. Lintas Sumatera Simpang Siranggong Desa Damuli Pekan,081263462718,SWASTA/LAINNYA,C
1275152,RSAU Dr. Abdul Malik,Kota Medan,"Jl. Imam Bonjol No.50,Medan",082142743598,TNI AU,D
1219017,RS Umum Bidadari Batubara,Batu Bara,"Jl. Lintas Sumatera Medan - Kisaran KM 108, Dusun Kelembis, Desa Sukaraja",081329928886,Perusahaan,B
1275622,RS Umum Imelda Pekerja Indonesia,Kota Medan,"Jl. Bilal No. 24, kel.Pulo Brayan Darat I, Kec.Medan Timur, Kode Pos 20239",061- 6610072,Perusahaan,B
1218158,RS Grandmed ,Deli Serdang,Jl Medan km. 25 no. 66 Lubuk Pakam,(061) 7955114,Organisasi Sosial,B
1276014,RS Umum Daerah Dr. R. M. Djoelham Binjai,Kota Binjai,Jl Sultan Hasanuddin No. 9 Binjai,061-8821372,Pemkot,B
1208016,RS Umum Daerah H. Abdul Manan Simatupang,Asahan,"Jl. Sisingamangaraja No. 315 Kisaran Kota, Kec. Kota Kisaran Barat, Kabupaten Asahan Sumatera Utara 21211",0623-41785,Pemkab,C
1275929,RS Ibu Dan Anak Artha Mahinrus,Kota Medan,Jl. Pasar III No. 151  Kel. Tegal Rejo Kec. Medan Perjuangan,061-80088892,Perusahaan,C
1275922,RS Khusus Mata Provinsi Sumatera Utara,Kota Medan,Jl. Kapten Sumarsono No 01 Kelurahan Helvetia Timur Kecamatan Medan Helvetia,061-80031789,Pemprop,B
1212136,RS Umum Sinar Husni,Deli Serdang,Jl Veteran Gg.Utama Psr. V Helvetia,085361537046,Organisasi Sosial,C
1275046,RS Bhayangkara Tingkat II,Kota Medan,"Jl KH Wahid Hasyim No.1, Medan",081361462147,POLRI,B
1214022,RS Umum Daerah Nias Selatan,Nias Selatan,Hiliana'a Kel./Desa Hiliana'a,081265768327,Pemkab,D
1275913,RS Umum Universitas Sumatera Utara,Kota Medan,Jl. Dr. T. Mansur No. 66 Kampus USU Medan 20154,061 8218928,Kementerian Lain,C
1275899,RS Umum Tere Margareth,Kota Medan,Jl Ring Road Setia Budi Kel. Tj. Sari,061-8226089,Organisasi Sosial,C
1203066,RS Umum Daerah Pintu Padang,Tapanuli Selatan,Jl. Mandailing KM. 18 Kel. Pintu Padang I Kec. Batang Angkola,081265735444,Pemkab,D
1275933,RS Khusus Paru Sumatera Utara,Kota Medan,Jl. Setia Budi Pasar II No 84,(061) 8445394,Pemprop,B
1275232,RS Khusus Bedah Accuplast,Kota Medan,"Jl Sei Bahbolon No.40, Kec.Medan Baru, Kota Medan, Sumatera Utara 2015",061 4153054,Organisasi Sosial,C
1275826,RS Umum Bahagia Medan,Kota Medan,"Jl Bahagia No.85, Kelurahan Teladan Timur, Kecamatan Medan Kota, Provinsi Sumatera Utara",(061) 7360947,SWASTA/LAINNYA,D
1212197,RS Ibu dan Anak Pramaliesa,Deli Serdang,Jl. Rumbia Sena No. 65 Desa Baru,08116219090,SWASTA/LAINNYA,C
1205013,RS Umum Daerah Tarutung,Tapanuli Utara,Jl. Agus Salim No. 1 Tarutung,0633-21303,Pemkab,B
1273106,RS Umum Tiara Kasih Sejati,Kota Pematang Siantar,"Jl Menambin No.4, Timbang Galung, Pematangsiantar",0622- 27617,Perorangan,C
1211033,RS Umum Kusta Lau Simomo,Karo,Desa Lau Simomo Kec. Kabanjahe Kab. Karo,081260661033,Pemprop,C
1212172,RS Umum Patar Asih,Deli Serdang,JL BAKARAN BATU NO. 188 DESA TUMPATAN KECAMATAN BERINGIN,08111782287,Perusahaan,C
1273022,RS Tk. IV 01.07.01,Kota Pematang Siantar,Jl. Gn Simanuk Manuk No.6. Pematangsiantar,081370816838,TNI AD,C
1275221,RS Jiwa Prof. Dr. Muhammad Ildrem,Kota Medan,Jl Let. Jend. Jamin Ginting S Km. 10/ Jl. Tali Air No. 21 Kel. Mangga Kec. Medan Tuntungan,061-8360542,Pemprop,A
1225002,RS Pratama Kab. Nias Barat,Nias Barat,JL. Budi Utomo Desa Onolimbu Kec. Lahomi ,0822-2564-9298,Pemkab,D PRATAMA
1275655,RS Umum Pusat H. Adam Malik,Kota Medan,"Jl Bunga Lau No. 17, Medan",061-8360051,Kemkes ,A
1202017,RS Umum Daerah dr. Husni Thamrin,Mandailing Natal,Jl. Multatuli No. 72 Kec. Natal Kab. Mandailing Natal,0636-7325118,Pemkab,D
1274061,RS Umum Natama,Kota Tebing Tinggi,Jl. Kartini No. 30A Tebing Tinggi,0621-24404,Perusahaan,D
1276040,RS Tk. IV 01.07.02 Binjai,Kota Binjai,Jl. Bandung No.4 Binjai,061-8821927,TNI AD,C
1275010,RS Umum Wahyu,Kota Medan,Jl. Padang No. 25 Medan,082165444046_,SWASTA/LAINNYA,D
1208053,RS Sri Pamela Sei Dadap,Asahan,Jl. Protokol Sei Dadap-Sumut,082304260117,Perusahaan,D
1213024,RS Umum PTP II Tg Selamat,Langkat,Jl. Besar Batang Serangan Desa/Kelurahan Tanjung Selamat Kecamatan Padang Tualang Kabupaten Langkat Provinsi Sumatera Utara,061-77209963,BUMN,C
1275931,RS Umum Eshmun,Kota Medan,Jalan Marelan Raya No. 173A Kelurahan Tanah Enam Ratus Kecamatan Medan Marelan Kota Medan Provinsi Sumatera Utara,(061) 618881828,Perusahaan,C
1273119,RS Efarina Etaham Pematang Siantar,Kota Pematang Siantar,Jl. Pendeta J. Wismar Saragih No.1  Bane Kec.Siantar Utara,082177468343,SWASTA/LAINNYA,C
1213057,RS Umum Delia,Langkat,"Jln. KI Hajar Dewantara, No 09 Dusun V Desa Sei Limbat Kecamatan Selesai Kabupaten Langkat, Provinsi Sumatera Utara",061-80044800,Organisasi Sosial,C
1224002,RS Umum Daerah Tafaeri,Nias Utara,"Jl. Lotu - Sawo Km.3, Desa Lolofaoso, Kecamatan Lotu",081262136883,Pemkab,D
1218025,RS Umum Sawit Indah Perbaungan,Serdang Bedagai,Jl May.Jend (Purn) H.T. Rizal Nurdin No.10 Perbaungan,061-42970576,Perusahaan,D
1207073,RS Umum Citra Medika,Labuhan Batu,"Jl. Ahmad Yani No. 221 CDEF Rantau Parapat Kel. Kartini, Kec. Rantau Utara",082214461695,SWASTA/LAINNYA,D
1275072,RS Umum Santa Elisabeth Medan,Kota Medan,"Jl Haji Misbah No.7,Medan",0614144737,Organisasi Katholik,B
1371251,RS Jiwa dr. Yaunin,Kota Padang,"Jl. Sawahan No.36, Sawahan, Kec. Padang Tim., Kota Padang, Sumatera Barat 25171",0751-25619,Organisasi Sosial,C
1376015,RS Umum Daerah Dr. Adnaan WD,Kota Payakumbuh,"Jl. AIS Nasution 25,Balai Kaliki Payakumbuh",0752-92018,Pemkot,C
1308016,RS Umum Daerah Lubuk Basung,Agam,"Jl. M.Hatta Padang Baru,Lubuk Basung",0752-76017,Pemkab,C
1312036,RS Umum Daerah Ujung Gading,Pasaman Barat,Jl. Flores Kuamang Ujung Gading Kec.Lembah Melintang,081266538844,Pemkab,D PRATAMA
1371454,RS Khusus Gigi dan Mulut Baiturrahmah,Kota Padang,Jl. Raya by Pass KM.14 Sei Sapih Padang,08111269191,Organisasi Islam ,B
1373012,RS Umum Daerah Sawah Lunto,Kota Sawah Lunto,"Jl. RA. Kartini No.18, Sawah Lunto
Desa/Kelurahan Aur Mulio,  Kec.  Lembah Segar,  Kota Sawahlunto,  Provinsi Sumatera Barat,  Kode Pos 27418",0754-61029,Pemkot,C
1377003,RS Umum Aisyiyah Pariaman,Kota Pariaman,"Jl. Abdul Muis No. 26, Kelurahan Taratak Kec.Pariaman Tengah, Kota Pariaman, Provinsi Sumatera Barat",0751 92544,Organisasi Sosial,D
1301010,RS Umum Daerah Kep. Mentawai,Kepulauan Mentawai,"Jl. Raya Tuapejat KM.9. 
Kecamatan Sipora Utara 
Kabupaten Kepulauan Mentawai 
Propinsi Sumatera Barat ",+627593211275,Pemkab,D
1371112,RS Umum Aisyiyah Padang,Kota Padang,"Jl. H. Agus Salim No. 6 Padang , Sumatera Barat",0751-23843,Organisasi Sosial,C
1371460,RS Ibu dan Anak Mutiara Bunda,Kota Padang,Jl. S. Parman No. 142 Padang,(0751) 7054076,Perusahaan,C
1371456,RS Islam Siti Rahmah,Kota Padang,JL.Raya by Pass KM 15 Air Pacah Padang,0751-463059,Organisasi Islam ,C
1371305,RS Umum Semen Padang Hospital,Kota Padang,Jl. By Pass KM 7 Kelurahan Pisang Kecamatan Pauh,0751-777888,BUMN,C
1375053,RS Umum Daerah Kota Bukittinggi,Kota Bukittinggi,"Jl. By Pass Kubu Gulai Bancah RT.006  RW.002,
Kelurahan Kubu Gulai Bancah,
Kecamatan Mandiangin Koto Selayan, 
Kota Bukittinggi ,
Provinsi Sumatera Barat",082170115611,Pemkot,C
1309011,RS Umum Daerah Tuanku Imam Bonjol,Pasaman,"Jl. Jendral Sudirman No.33, Kelurahan Pauah, Kecamatan Lubuk Sikaping, Kabupaten Pasaman, Provinsi Sumatera Barat",075320033,Pemkab,C
1377008,RS Ibu dan Anak Citra Aguswar Medical Center,Kota Pariaman,"Jl. M. Rasyid No.30 Desa Rambai, Kec. Pariaman Selatan, Kota Pariaman, Sumatera Barat",085278069665,SWASTA/LAINNYA,C
1372013,RS Ibu dan Anak Permata Bunda Solok,Kota Solok,"Jl. Nasir Sutan Pamuncak, By Pass Kelurahan KTK, Kecamatan Lubuk Sikarah Kota Solok",( 0755 ) 20554,Perusahaan,C
1310011,RS Umum Daerah Batang Sangir,Solok Selatan,Jln.Lubuk Malako Nagari Lubuk MAlako Kec.Sangir Jujuan Kabupaten Solok Selatan Provinsi Sumatera Barat kode pos 27777,082235750671,Pemkab,D
1374024,RS Umum Ibnu Sina Padang Panjang,Kota Padang Panjang,"Jl. Sukarno. Hatta No. 17, Kel. Bukit Surungan, Kec. Padang Panjang Barat",0752-82127,Organisasi Islam ,D
1371463,RS Khusus Bedah Kartika Docta,Kota Padang,Jl. Gajah Mada No.14 Gunung Pangilun Padang,0751 4481278,SWASTA/LAINNYA,C
1303012,RS Umum Daerah Muara Labuh,Solok Selatan,Jl. Raya Km.1 Muara Labuh Padang Aro,0755-70462,Pemkab,C
1371400,RS Ibu dan Anak Lenggogeni,Kota Padang,"Jl. Purus II No.1, Rw 03 Kota Padang Sumatra Barat 25115 Indonesia
",075133777,Organisasi Sosial,C
1305015,RS Ibu dan Anak Sayang Ibu,Tanah Datar,Jl. Hamka no. 273  Batusangkar Jorong Simpuruik Nagari Simpuruik Kecamatan Sungai Tarab Kabupaten Tanah Datar Provinsi Sumatera Barat,0752-73729,SWASTA/LAINNYA,C
1312024,RS Umum Daerah Pasaman Barat,Pasaman Barat,"Jl. Jenderal Sudirman, Kec.Luhak Nan Duo,Kab.Pasaman Barat,Provinsi Sumatra Barat",0753-65960,Pemkab,C
1306056,RS Umum Daerah Padang Pariaman,Padang Pariaman,Jl.raya Padang bukittingi Km.42 Parit malintang,0751(676951),Pemkab,C
1375025,RS Tk. IV Bukittinggi,Kota Bukittinggi,Jl. Jend. Sudirman 37 Bukittinggi,0752- 8100746,TNI AD,D
1311013,RS Umum Daerah Sungai Dareh,Dharmasraya,"Jl. Lintas Sumatera KM 4, Kenagarian Sungai Kambut, Kec. Pulau Punjung",0754-40347,Pemkab,C
1371465,RS Ibu dan Anak Restu Ibu,Kota Padang,"Jl. Terandam No. 5-7 Kel. Sawahan, Kec. Padang Timur, Kota Padang, Prov. Sumatera Barat",751810756,SWASTA/LAINNYA,C
1371466,RS Umum Hermina Padang,Kota Padang,"Jl. Khatib Sulaiman RT 001 RW 012 Kel. Lolong Belanti, Kec. Padang Utara",07518972525,SWASTA/LAINNYA,C
1307017,RS Ibu dan Anak Rezki Bunda,Agam,"Jln. Gajah Mada No. 435A Lansano. Kec. Lubuk Basung, Kabupaten Agam, Provinsi Sumatera Barat",082173001000,Perorangan,C
